pdp_url
/shop/pdp/magellan-outdoors%E2%84%A2-mens-pecos-ridge-short-sleeve-shirt
/shop/pdp/nike-mens-downshifter-7-running-shoes
/shop/pdp/nike-mens-initiator-running-shoes-200746779
/shop/pdp/nike-mens-air-max-torch-4-running-shoes-200097971
/shop/pdp/columbia-sportswear-mens-rapid-rivers-button-down-shirt
/shop/pdp/realtree-mens-long-sleeve-t-shirt-115440452
/shop/pdp/bcg%E2%84%A2-mens-coaches-polo-shirt
